Store_ID,Day_of_Week,Month,Holiday,Promo,Temperature,Rainfall,Store_Size,Store_Location_Type,Competitor_Distance,Customer_Satisfaction,Marketing_Spend,Special_Event,Sales
1,4,1,0,0,37.20253632835848,0.5169683724152696,Small,Urban,9.84904803084673,6.4,2592.021171818011,0,1155
3,2,3,0,1,29.148641955474147,6.400029668369137,Medium,Rural,6.845239988634457,9.5,2211.6629153327704,0,1457
2,4,4,0,0,27.823395321607595,2.2470117697268,Medium,Suburban,6.5293770959124435,5.6,1262.779435817463,1,1336
1,7,1,1,0,25.4591874971263,1.800104374727235,Medium,Urban,2.0765715053099574,9.8,1912.9414539747963,0,1264
2,2,1,1,0,29.533536566607367,0.8855558422324139,Large,Urban,8.878313703894118,6.6,1986.4145399120985,1,1498
2,2,8,1,1,20.887533270664736,1.0330895712401567,Small,Rural,4.5611520352458435,9.4,2936.3082788408065,0,1943
2,3,2,1,0,37.04387066694015,5.8467070044258875,Small,Suburban,2.041217354933554,8.0,3989.777626386776,1,1945
3,2,12,0,1,20.7084473683709,6.882078658665955,Medium,Suburban,0.6197714397697109,9.1,2895.2393135917864,0,1666
3,1,8,0,1,26.58102730739742,3.97378988464401,Medium,Rural,5.817678994564634,9.9,1231.3777977886425,1,1854
1,5,7,1,1,38.631789766379796,4.7989708159207325,Small,Rural,5.5102964101654255,6.4,4831.159203952815,1,1980
1,5,10,1,0,34.70425309046905,6.859677359829841,Medium,Urban,7.333859412507007,9.8,4770.897276376449,1,1713
3,4,10,1,0,25.627819211550538,0.17379790185479638,Small,Urban,8.95745150366912,6.9,4140.758172593633,1,1612
2,7,2,0,0,25.052981879217704,3.2313065707027855,Large,Rural,1.2543625541087804,6.9,4965.311606256882,0,1157
1,2,6,1,0,20.10164279636052,9.730977480703464,Medium,Suburban,7.449216658233443,6.7,3177.929331201052,0,1396
3,1,6,1,1,33.91428585699501,5.801122296954681,Small,Urban,2.280413468927031,7.7,4851.073401012824,1,2263
3,4,3,1,1,20.975671633463463,2.5422457989749327,Medium,Urban,8.652682004993057,5.8,1302.4201624670031,0,1352
3,3,11,0,1,30.65205038801524,5.217300466362131,Small,Suburban,8.281103381685732,7.8,2462.722993045485,0,1401
2,4,2,0,0,39.242439451840994,3.4265348812091534,Small,Urban,5.637540672362672,7.7,1901.5250720270633,0,1232
3,4,12,0,1,22.189377201089076,5.322449888262991,Medium,Suburban,7.247306586921459,8.8,1783.3323365370802,0,1271
3,2,1,0,0,37.88959861936135,1.2574151180664883,Large,Suburban,3.48632607524561,9.2,1563.2117955707045,0,1458
3,3,6,0,1,39.829506702900964,1.3271465381927738,Small,Suburban,4.976095039861739,7.2,3489.6545662639865,1,1767
3,4,12,0,0,21.2303405247847,1.4354236203939286,Small,Rural,8.30555052824948,6.5,4125.28742298922,1,1250
1,1,5,0,0,37.658125382749226,9.398197919268418,Small,Rural,4.863019373145532,6.3,3313.1935976814425,1,1689
1,1,11,0,1,30.321580408872332,7.328989183413418,Large,Rural,3.899083520591697,6.0,1587.8508383528388,1,1608
3,5,9,1,1,38.1302743888916,1.623818946623209,Large,Suburban,5.195018248877849,5.3,4244.495079733884,0,1654
2,3,1,1,1,31.426378838391482,1.8834908376560144,Medium,Suburban,8.368367898153576,6.7,3543.818828654914,0,1728
1,3,7,0,1,33.24224020213129,7.3082947487087635,Large,Rural,3.6844764500232907,6.4,2552.662824507982,1,1700
3,5,5,0,0,30.875578159947985,1.5616384479217393,Medium,Urban,2.1507351347895662,9.8,3696.5211821442517,0,1477
1,4,5,1,1,37.28985760614697,2.3456129333482867,Medium,Suburban,7.264133193142417,7.8,2039.6199169713313,0,1776
1,3,2,0,1,34.67819837907403,9.63346832820399,Large,Urban,8.346793020726778,6.7,2380.768833976842,1,1659
2,1,11,0,1,30.425206243608297,2.5530652472843185,Medium,Urban,1.4560560459735665,7.9,4669.943372527961,0,2009
3,1,3,0,0,37.36321608103094,6.616323503711468,Large,Suburban,2.778804071181475,5.7,2162.0180226856814,1,1810
3,2,7,1,0,24.90571064510669,9.786312874005304,Medium,Suburban,1.848733902729442,7.2,2879.953072631746,1,1748
2,3,6,1,1,23.14681319405052,3.7429676713979267,Large,Urban,3.805443410030583,8.1,4560.564549584058,0,1893
2,4,12,1,0,23.20800210660144,0.17515990862062236,Large,Urban,4.77833429960142,7.4,3830.8854010701098,0,1428
3,5,2,1,1,26.680177574904757,2.4414729042237426,Medium,Rural,7.613850201151411,7.0,1248.812904658811,1,1422
3,5,6,1,0,24.77380062602035,8.308771913417054,Small,Rural,6.685902056375904,10.0,1589.2121771158813,1,1410
2,4,2,0,0,38.601807010194776,8.646088359550367,Medium,Suburban,6.398821391045096,9.4,1031.3663630876672,0,1176
1,7,2,1,0,22.11668187657168,7.685193645237912,Large,Rural,3.847561992791717,8.1,3523.6871609166537,1,1438
1,6,2,0,0,33.979814760791754,1.1310981907657303,Small,Rural,8.493751754305219,7.8,2790.693701641673,1,1222
2,2,11,0,1,23.784430795700118,7.9551037169640315,Medium,Rural,4.977228090282563,8.1,1537.0994036091022,1,1740
1,5,3,1,1,37.632742655407,9.186777969935044,Medium,Rural,9.801496911143968,6.0,4831.736484227082,0,1554
2,3,2,1,1,39.22630576369815,6.006095425462361,Medium,Urban,6.5243503138095,7.0,3118.6388957824797,1,2175
1,2,4,0,0,29.309400175399674,9.408753563380648,Small,Suburban,1.699515044862776,5.2,1967.5731764515567,0,1138
1,3,9,0,1,37.58142960456263,8.268388837118774,Large,Rural,6.923686839716623,7.4,3002.41428461883,1,1785
3,7,6,0,1,20.102903415094296,6.669715169909073,Medium,Urban,3.5884881466011405,7.7,3718.4813309404312,0,1095
3,1,1,1,1,36.398938348162005,5.771852367117481,Medium,Urban,7.020108368517926,6.1,1304.9568718942578,1,2199
1,2,8,1,0,24.57250323049847,3.485736672419705,Medium,Urban,1.1615909075428545,9.8,2098.815260191568,0,1681
1,5,12,1,0,38.17402618538736,1.5928744524280514,Medium,Rural,2.161373653171614,9.5,4227.861963535975,0,1532
3,2,7,1,0,20.02240222960219,6.0495392269054085,Medium,Rural,8.62950395960497,8.6,2838.659481610645,0,1464
3,2,10,1,1,31.12363470079514,3.1811155361811947,Large,Suburban,2.6582057917233914,7.7,3186.3085681291795,1,2137
3,2,3,0,1,35.132716075698696,8.664386675276454,Large,Rural,8.45189068980793,9.3,2731.264008837877,1,1975
2,6,1,1,1,25.173766613958158,9.933369373586284,Medium,Rural,3.153122840316899,5.7,1175.5997705720206,1,1387
1,2,5,0,0,23.86265729174586,7.524277626155725,Small,Urban,6.607378145557723,9.0,1662.9991192806237,0,1228
3,3,4,0,0,21.681964489359693,0.9048169528705075,Large,Suburban,7.094430448343394,5.6,2782.1665549675636,1,1475
1,1,10,0,1,26.528671530065857,2.8868559553063813,Small,Rural,5.370220154878003,9.0,1836.7418616317113,0,1591
2,7,8,1,0,31.19688624617659,1.0910963176574973,Large,Rural,3.4004514286189473,6.4,1199.916114638715,1,1153
2,4,1,1,0,22.316877135605154,6.5051164779171575,Medium,Urban,2.520121575525413,9.4,4374.598656207295,0,1348
3,2,10,1,0,27.533907239735974,7.651908645557847,Large,Urban,0.8152988683430491,9.7,4924.770116656464,0,1663
2,5,1,0,0,20.1814480930545,9.256748308807119,Medium,Rural,3.387490811786876,5.7,4172.571495986958,0,886
1,2,12,0,1,36.373588409996835,4.381723464119877,Large,Suburban,6.705046510047189,7.3,4415.1396868186675,1,1978
3,5,4,0,0,22.568974361863827,9.013756495884444,Medium,Suburban,9.413895775260585,9.9,1967.9085212681816,1,1406
1,3,8,0,0,25.666858965311633,8.778911590413275,Medium,Urban,8.776442581498994,7.4,4842.507902052799,1,1478
1,5,5,0,0,20.36855437476435,3.1719571676539857,Medium,Urban,7.777615377085374,9.3,1787.7028178137134,0,1113
2,4,2,0,0,28.644815677850247,8.68900625540571,Medium,Rural,7.990249760906337,7.9,4805.719241447329,0,1285
2,1,6,1,1,36.80243005482438,3.7567225188172646,Small,Urban,6.817356583021955,6.9,4979.277175863805,1,2294
2,5,5,1,1,27.843024228903932,2.968692745602808,Medium,Rural,2.9727251468770284,6.4,3846.891222984195,1,1997
2,5,2,1,0,23.58994646847667,6.490746587943931,Small,Suburban,9.118352791705384,6.0,4924.574927167288,1,1405
2,1,11,1,0,35.073976681010386,3.2838122788508106,Small,Suburban,6.871956963105424,8.8,3278.1591182684147,0,1890
